INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,Driving_kids,Kids,Past_claims,Homeowner,Minivan,stu_blu,college,AgeGroup,CarGroup,log_INCOME,log_BLUEBOOK,log_OLDCLAIM,log_TARGET_AMT
14.0,1.0,6077.0,0.0,53.0,0.0,14.0,77100.0,0.0,0.0,0.0,1.0,2.0,3.0,15.0,1.0,18300.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.510794885508051,0.43831623545371023,-0.7916055246799156,1.6888864420203877
15.0,0.0,0.0,0.0,43.0,0.0,5.0,52642.0,0.0,209970.0,1.0,1.0,2.0,5.0,36.0,1.0,22420.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0.07732400751280583,0.8556442589941518,-0.7916055246799156,-0.5985369596280332
16.0,0.0,0.0,0.0,55.0,0.0,11.0,59162.0,0.0,180232.0,1.0,0.0,1.0,4.0,25.0,0.0,17600.0,7.0,4.0,1.0,5028.0,2.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0.20236146189236867,0.3625331684426208,1.240486227630718,-0.5985369596280332
17.0,1.0,1267.0,0.0,53.0,0.0,11.0,130795.0,0.0,0.0,0.0,0.0,3.0,8.0,64.0,0.0,28340.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.244344227454762,1.388390168473552,-0.7916055246799156,1.6255852415585095
19.0,1.0,2920.0,0.0,45.0,0.0,0.0,0.0,0.0,106859.0,1.0,1.0,0.0,2.0,48.0,1.0,6000.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,-2.285998773928729,-1.2710672671139054,-0.7916055246799156,1.664148923652844
20.0,0.0,0.0,0.0,39.0,3.0,12.0,51884.0,1.0,180951.0,0.0,1.0,1.0,0.0,43.0,1.0,10590.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0.062234271933472154,-0.5095564243368054,-0.7916055246799156,-0.5985369596280332
22.0,0.0,0.0,0.0,42.0,0.0,11.0,59945.0,0.0,192207.0,1.0,0.0,2.0,3.0,42.0,1.0,14190.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0.21684561308739556,-0.0322495695260132,-0.7916055246799156,-0.5985369596280332
23.0,0.0,0.0,0.0,34.0,3.0,13.0,34019.0,0.0,91875.0,1.0,1.0,2.0,3.0,27.0,1.0,8300.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,-0.33744429080182453,-0.860683329158995,-0.7916055246799156,-0.5985369596280332
24.0,0.0,0.0,0.0,31.0,2.0,12.0,18903.0,0.0,93797.0,1.0,1.0,0.0,0.0,48.0,1.0,17330.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-0.7840879113049465,0.33286915174167936,-0.7916055246799156,-0.5985369596280332
25.0,1.0,6857.0,0.0,28.0,1.0,13.0,44077.0,0.0,170598.0,1.0,1.0,4.0,7.0,29.0,0.0,8710.0,6.0,5.0,0.0,8935.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,-0.10099082909492131,-0.794294338245466,1.3001443025992359,1.6923120462765848
26.0,1.0,3627.0,0.0,43.0,0.0,13.0,37214.0,0.0,114434.0,1.0,0.0,0.0,7.0,52.0,0.0,26560.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,-0.25851690686916606,1.2351019898677575,-0.7916055246799156,1.6722343235640593
27.0,0.0,0.0,0.0,48.0,0.0,14.0,96274.0,0.0,282904.0,1.0,1.0,2.0,3.0,36.0,1.0,11130.0,6.0,5.0,0.0,8250.0,1.0,0.0,5.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.7985129666254069,-0.4329088801942855,1.2922020653148718,-0.5985369596280332
28.0,0.0,0.0,0.0,47.0,0.0,11.0,46281.0,0.0,0.0,0.0,1.0,0.0,7.0,29.0,1.0,19700.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,-0.05336769113319554,0.5853288440455874,-0.7916055246799156,-0.5985369596280332
29.0,0.0,0.0,2.0,44.0,2.0,0.0,0.0,0.0,82344.0,1.0,1.0,4.0,2.0,8.0,1.0,5900.0,6.0,5.0,0.0,3338.0,3.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,-2.285998773928729,-1.2906962048885569,1.194394842572564,-0.5985369596280332
32.0,0.0,0.0,0.0,33.0,1.0,13.0,79606.0,0.0,225962.0,1.0,1.0,1.0,5.0,27.0,1.0,16830.0,9.0,5.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0.5505275569677973,0.2772706730818344,-0.7916055246799156,-0.5985369596280332
33.0,1.0,4486.0,0.0,32.0,1.0,9.0,31275.0,0.0,118160.0,1.0,1.0,4.0,0.0,26.0,1.0,10030.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,-0.40862763504824456,-0.5913019494991317,-0.7916055246799156,1.6795099158655635
34.0,0.0,0.0,1.0,44.0,2.0,17.0,45488.0,0.0,219378.0,1.0,0.0,1.0,4.0,16.0,1.0,22090.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,-0.07035261844392916,0.8238279349662083,-0.7916055246799156,-0.5985369596280332
35.0,0.0,0.0,0.0,35.0,0.0,8.0,72193.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,1.0,12220.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.4308361119779508,-0.2840798450958008,-0.7916055246799156,-0.5985369596280332
36.0,0.0,0.0,0.0,40.0,2.0,0.0,48845.0,0.0,98777.0,1.0,1.0,2.0,2.0,15.0,1.0,14130.0,6.0,5.0,0.0,38127.0,2.0,1.0,4.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0004566619821616485,-0.03963056858598959,1.42778231501928,-0.5985369596280332
38.0,0.0,0.0,0.0,49.0,0.0,5.0,49244.0,0.0,163444.0,1.0,0.0,1.0,0.0,30.0,1.0,15880.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0.008688565807486028,0.16912561667454615,-0.7916055246799156,-0.5985369596280332
40.0,0.0,0.0,0.0,52.0,0.0,8.0,51278.0,0.0,230340.0,1.0,1.0,1.0,5.0,37.0,1.0,1500.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.050081071568554944,-2.471913447190431,-0.7916055246799156,-0.5985369596280332
41.0,0.0,0.0,0.0,41.0,0.0,7.0,92842.0,0.0,286113.0,0.0,0.0,2.0,8.0,12.0,0.0,25810.0,6.0,1.0,0.0,1431.0,2.0,0.0,5.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.7495549421417338,1.168858636080009,1.0886413640446868,-0.5985369596280332
42.0,0.0,0.0,0.0,39.0,0.0,10.0,35081.0,0.0,202839.0,1.0,0.0,1.0,7.0,38.0,0.0,16640.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,-0.31076401261531233,0.2559101523947846,-0.7916055246799156,-0.5985369596280332
43.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,63827.0,1.0,1.0,3.0,2.0,65.0,1.0,13220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,-2.285998773928729,-0.1537156645791481,-0.7916055246799156,-0.5985369596280332
44.0,0.0,0.0,0.0,49.0,0.0,12.0,115044.0,0.0,311980.0,0.0,1.0,3.0,1.0,18.0,1.0,17900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,1.0503519926533231,0.39520695319997273,-0.7916055246799156,-0.5985369596280332
45.0,0.0,0.0,0.0,38.0,0.0,11.0,37754.0,0.0,138823.0,1.0,1.0,4.0,0.0,47.0,1.0,12080.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,-0.24555856113607227,-0.3027834887000104,-0.7916055246799156,-0.5985369596280332
46.0,0.0,0.0,0.0,43.0,2.0,17.0,145353.0,0.0,418785.0,1.0,1.0,2.0,8.0,38.0,0.0,29450.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1.412267208722382,1.4813643515527006,-0.7916055246799156,-0.5985369596280332
48.0,0.0,0.0,0.0,63.0,0.0,15.0,121398.0,0.0,343410.0,1.0,1.0,3.0,1.0,10.0,1.0,16270.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.1303028164948017,0.2139328096137642,-0.7916055246799156,-0.5985369596280332
49.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,87925.0,0.0,1.0,4.0,6.0,48.0,0.0,9280.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,-2.285998773928729,-0.7047367830752758,-0.7916055246799156,-0.5985369596280332
50.0,0.0,0.0,0.0,35.0,0.0,7.0,14508.0,0.0,0.0,1.0,0.0,1.0,6.0,22.0,0.0,6450.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,-0.9506272991152962,-1.184847043538844,-0.7916055246799156,-0.5985369596280332
51.0,0.0,0.0,0.0,43.0,0.0,13.0,75338.0,0.0,270555.0,1.0,1.0,1.0,4.0,40.0,1.0,23080.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.48242182039676723,0.9185282691469471,-0.7916055246799156,-0.5985369596280332
52.0,0.0,0.0,0.0,41.0,0.0,10.0,32774.0,0.0,0.0,0.0,1.0,4.0,0.0,44.0,1.0,20120.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,-0.3693253011765719,0.6283270857048825,-0.7916055246799156,-0.5985369596280332
53.0,0.0,0.0,0.0,40.0,0.0,11.0,57474.0,0.0,186418.0,1.0,0.0,1.0,0.0,5.0,0.0,29270.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.17076544134959373,1.466417370482277,-0.7916055246799156,-0.5985369596280332
54.0,0.0,0.0,0.0,31.0,1.0,12.0,26520.0,0.0,154493.0,1.0,0.0,1.0,6.0,62.0,0.0,4600.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,-0.5408324203578819,-1.564257011347511,-0.7916055246799156,-0.5985369596280332
55.0,0.0,0.0,0.0,47.0,0.0,8.0,18444.0,0.0,0.0,1.0,1.0,4.0,6.0,35.0,0.0,19450.0,6.0,5.0,0.0,2981.0,2.0,0.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,-0.8003840899787769,0.5594997599851369,1.1811102679154297,-0.5985369596280332
56.0,0.0,0.0,0.0,53.0,0.0,12.0,107259.0,0.0,343700.0,1.0,0.0,2.0,5.0,36.0,1.0,29230.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0.9489327789860541,1.4630890967066315,-0.7916055246799156,-0.5985369596280332
57.0,0.0,0.0,0.0,39.0,3.0,7.0,34046.0,0.0,183383.0,1.0,1.0,4.0,0.0,33.0,1.0,4040.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,-0.3367602233564821,-1.6949507209136532,-0.7916055246799156,-0.5985369596280332
58.0,0.0,0.0,0.0,33.0,3.0,14.0,32364.0,0.0,152894.0,1.0,0.0,0.0,0.0,40.0,1.0,12270.0,18.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-0.3799729151759701,-0.2774279792657744,-0.7916055246799156,-0.5985369596280332
59.0,0.0,0.0,0.0,59.0,0.0,5.0,106775.0,0.0,230774.0,0.0,0.0,2.0,3.0,10.0,1.0,31930.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0.9424928120221763,1.6824865661132942,-0.7916055246799156,-0.5985369596280332
61.0,1.0,6100.0,0.0,40.0,0.0,11.0,16989.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,0.0,12230.0,4.0,2.0,1.0,26104.0,1.0,1.0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,-0.8536043357403598,-0.28274830012039265,1.3973461498348945,1.6889961232709758
65.0,1.0,8841.0,0.0,44.0,2.0,15.0,16352.0,0.0,134164.0,1.0,1.0,4.0,2.0,37.0,1.0,10520.0,1.0,5.0,0.0,7838.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,-0.8777103612803439,-0.5196450849738179,1.2870456006611246,1.699003588920383
66.0,0.0,0.0,0.0,56.0,0.0,16.0,44760.0,0.0,164852.0,1.0,0.0,1.0,4.0,30.0,1.0,21770.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,-0.08609250116072101,0.7927301598564909,-0.7916055246799156,-0.5985369596280332
67.0,1.0,2117.0,1.0,45.0,1.0,14.0,63952.0,0.0,196368.0,1.0,1.0,2.0,3.0,50.0,1.0,32340.0,6.0,4.0,0.0,27877.0,2.0,1.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0.28935405877980325,1.714915099560724,1.4027630274112861,1.6507927411951775
69.0,0.0,0.0,0.0,48.0,0.0,12.0,102189.0,0.0,252896.0,1.0,0.0,1.0,5.0,14.0,0.0,28560.0,13.0,1.0,1.0,1554.0,5.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.8806405960806145,1.406971364392738,1.0995962697613326,-0.5985369596280332
70.0,1.0,3532.0,1.0,44.0,2.0,9.0,24060.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0,14220.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,-0.6145047716243078,-0.028565377188148635,-0.7916055246799156,1.6712817280711363
71.0,1.0,866.0,0.0,33.0,4.0,12.0,20822.0,0.0,76022.0,1.0,1.0,4.0,2.0,46.0,1.0,6880.0,13.0,5.0,0.0,7896.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,-0.718258872881446,-1.1054389155563293,1.2877903709645815,1.603277376476921
72.0,0.0,0.0,0.0,32.0,3.0,14.0,54968.0,0.0,146784.0,1.0,1.0,4.0,5.0,20.0,1.0,10040.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0.12288043348066864,-0.5898209346528392,-0.7916055246799156,-0.5985369596280332
73.0,1.0,7786.0,0.0,34.0,0.0,8.0,14194.0,0.0,87034.0,0.0,1.0,0.0,0.0,13.0,1.0,2920.0,4.0,3.0,0.0,24767.0,3.0,1.0,2.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,-0.963553618747792,-1.989529398683833,1.3929696701815362,1.6957424403810857
74.0,0.0,0.0,1.0,38.0,4.0,12.0,2149.0,0.0,72889.0,1.0,1.0,0.0,2.0,35.0,1.0,22690.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,-1.7187564659744776,0.8814885432449733,-0.7916055246799156,-0.5985369596280332
77.0,1.0,4148.0,2.0,43.0,3.0,11.0,137103.0,1.0,0.0,0.0,1.0,2.0,4.0,29.0,1.0,19510.0,1.0,3.0,0.0,8890.0,3.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1.3183325741562282,0.5657149821146269,1.2996446408372857,1.6769000908831384
78.0,0.0,0.0,0.0,49.0,0.0,9.0,62475.0,0.0,0.0,0.0,0.0,3.0,8.0,31.0,0.0,33710.0,3.0,1.0,0.0,34351.0,2.0,1.0,2.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.26293259547740827,1.8216958182321914,1.419592305615448,-0.5985369596280332
79.0,0.0,0.0,0.0,46.0,0.0,10.0,79538.0,0.0,0.0,0.0,1.0,1.0,4.0,13.0,1.0,14050.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.5494587718251063,-0.04949822567163894,-0.7916055246799156,-0.5985369596280332
80.0,0.0,0.0,0.0,45.0,1.0,11.0,185836.0,0.0,509115.0,1.0,1.0,3.0,3.0,28.0,1.0,10250.0,1.0,5.0,0.0,4307.0,3.0,0.0,6.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1.8346314279314462,-0.5589013628984337,1.2234359753284774,-0.5985369596280332
81.0,0.0,0.0,0.0,46.0,0.0,14.0,137707.0,0.0,397661.0,0.0,0.0,2.0,8.0,22.0,0.0,33320.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.325315776024188,1.7915403804447125,-0.7916055246799156,-0.5985369596280332
82.0,0.0,0.0,0.0,45.0,0.0,11.0,61931.0,0.0,213530.0,1.0,0.0,2.0,8.0,30.0,0.0,10910.0,13.0,2.0,1.0,25106.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0.2531128111614743,-0.463888269741538,1.3941049436354396,-0.5985369596280332
84.0,0.0,0.0,0.0,63.0,0.0,9.0,74426.0,0.0,0.0,0.0,1.0,3.0,1.0,11.0,1.0,27600.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.46758948406522743,1.3253125711926779,-0.7916055246799156,-0.5985369596280332
85.0,0.0,0.0,0.0,44.0,0.0,9.0,74722.0,0.0,231034.0,1.0,1.0,1.0,5.0,9.0,1.0,23640.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0.47241463120826177,0.9711284094079852,-0.7916055246799156,-0.5985369596280332
86.0,1.0,2371.0,1.0,45.0,2.0,11.0,102393.0,1.0,0.0,0.0,0.0,1.0,5.0,25.0,1.0,1500.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0.88342476012121,-2.471913447190431,-0.7916055246799156,1.6556954605626402
88.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,98920.0,1.0,1.0,4.0,2.0,50.0,1.0,8660.0,3.0,3.0,0.0,8363.0,2.0,0.0,3.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,-2.285998773928729,-0.802299057164977,1.2935640603464997,-0.5985369596280332
89.0,1.0,4804.0,1.0,37.0,2.0,12.0,53810.0,0.0,205211.0,1.0,1.0,1.0,7.0,43.0,0.0,5200.0,1.0,5.0,0.0,2718.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0.10033853730135474,-1.4334267763276178,1.1700776736205993,1.6817257650029316
90.0,0.0,0.0,0.0,35.0,0.0,8.0,29371.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,1.0,4860.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,-0.4601077759815355,-1.5064987884275949,-0.7916055246799156,-0.5985369596280332
91.0,1.0,1354.0,0.0,48.0,0.0,12.0,31773.0,0.0,165090.0,1.0,0.0,4.0,0.0,14.0,0.0,9640.0,13.0,2.0,0.0,1212.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,-0.39545536109518176,-0.6496947708229146,1.0661186064491317,1.6291438637547229
93.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,159389.0,1.0,1.0,2.0,5.0,42.0,1.0,6400.0,10.0,5.0,0.0,9115.0,1.0,0.0,6.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,-2.285998773928729,-1.1942635108220085,1.3021140328369618,-0.5985369596280332
94.0,0.0,0.0,0.0,44.0,2.0,15.0,139330.0,1.0,316900.0,0.0,1.0,4.0,7.0,35.0,0.0,22050.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1.3439953771647397,0.8199540504760295,-0.7916055246799156,-0.5985369596280332
95.0,0.0,0.0,0.0,50.0,0.0,13.0,163296.0,0.0,447616.0,0.0,1.0,3.0,3.0,42.0,1.0,22830.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,1.6067034516230443,0.8948240462139395,-0.7916055246799156,-0.5985369596280332
